title,creators,title_screen,abstract_screen,reason
Zynerator: Bridging Model-Driven Architecture and Microservices for Enhanced Software Development,"Zouani, Younes ; Lachgar, Mohamed",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Toward Optimal Virtualization: An Updated Comparative Analysis of Docker and LXD Container Technologies,"Silva, Daniel ; Rafael, João ; Fonte, Alexandre",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
CNSD-Par: container network isolation scheme based on behavioral similarity: CNSD-Par: container network isolation,"He, Xinfeng ; Miao, Ruifeng",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Gravitational wave alert generation infrastructure on your laptop,"Vallero, Sara ; De Pietri, Roberto ; Poulton, Rhys ; Chanial, Pierre ; Fiori, Alessio ; Monteleone, Daniele",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
The Three-Dimensional Structure of the Genome of the Dark Septate Endophyte Exophiala tremulae and Its Symbiosis Effect on Alpine Meadow Plant Growth,"Wu, Chu ; Fan, Junjie ; Hu, Die ; Sun, Honggang ; Lu, Guangxin ; Wang, Yun ; Yang, Yujie",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Should you upgrade official docker hub images in production environments?,"Gholami, Sara ; Khazaei, Hamzeh ; Bezemer, Cor-Paul",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Container Profiler: Profiling resource utilization of containerized big data pipelines,"Hoang, Varik ; Hung, Ling-Hong ; Perez, David ; Deng, Huazeng ; Schooley, Raymond ; Arumilli, Niharika ; Yeung, Ka Yee ; Lloyd, Wes",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Analysis of Complexity and Performance for Automated Deployment of a Software Environment into the Cloud,"Lăcătușu, Marian ; Ionita, Anca Daniela ; Anton, Florin Daniel ; Lăcătușu, Florin",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
A Comparative Analysis of High Availability for Linux Container Infrastructures,"Šimon, Marek ; Huraj, Ladislav ; Búčik, Nicolas",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
KubePipe: a container-based high-level parallelization tool for scalable machine learning pipelines: KubePipe: a container-based high-level parallelization tool for,"Suárez, Daniel ; Almeida, Francisco ; Blanco, Vicente ; Toledo, Pedro",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Singularity to deploy HPC applications: a study case with WRF: Singularity to deploy HPC,"Tondreau, Pierre-Simon Callist Yannick ; Perez, Juan C. ; Díaz, Juan P. ; Blanco Pérez, Vicente ; Felipe, Jonatan",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
ACR’s Connect and AI-LAB technical framework,"Brink, Laura ; Coombs, Laura P ; Kattil Veettil, Deepak ; Kuchipudi, Kashyap ; Marella, Sailaja ; Schmidt, Kendall ; Nair, Sujith Surendran ; Tilkin, Michael ; Treml, Christopher ; Chang, Ken ; Kalpathy-Cramer, Jayashree",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
DeepRIoT: Continuous Integration and Deployment of Robotic-IoT Applications,"Qu, Meixun ; He, Jie ; Tucakovic, Zlatan ; Bartocci, Ezio ; Nickovic, Dejan ; Isakovic, Haris ; Grosu, Radu",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Random-Delay-Corrected Deep Reinforcement Learning Framework for Real-World Online Closed-Loop Network Automation,"Du, Keliang ; Wang, Luhan ; Liu, Yu ; Niu, Haiwen ; Huang, Shaoxin ; Wen, Xiangming",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
VeriFog: A Generic Model-based Approach for Verifying Fog Systems at Design Time and Generating Deployment Configurations,"Awad, Hiba ; Alidra, Abdelghani ; Bruneliere, Hugo ; Ledoux, Thomas ; Rivalan, Jonathan",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
An accessible infrastructure for artificial intelligence using a Docker-based JupyterLab in Galaxy,"Kumar, Anup ; Cuccuru, Gianmauro ; Grüning, Björn ; Backofen, Rolf",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
A Cloud-Native Web Application for Assisted Metadata Generation and Retrieval: THESPIAN-NER,"Bombini, Alessandro ; Alkhansa, Ahmad ; Cappelli, Laura ; Felicetti, Achille ; Giacomini, Francesco ; Costantini, Alessandro",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Docker container hardening method based on trusted computing,"Shen, Yuang ; Yu, Xuejun",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Representing Data Collections in an SSA Form,"McMichen, Tommy ; Greiner, Nathan ; Zhong, Peter ; Sossai, Federico ; Patel, Atmn ; Campanoni, Simone",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Enhancing Performance Through Control-Flow Unmerging and Loop Unrolling on GPUs,"Murtovi, Alnis ; Georgakoudis, Giorgis ; Parasyris, Konstantinos ; Liao, Chunhua ; Laguna, Ignacio ; Steffen, Bernhard",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Interoperable Data Analytics Reference Architectures Empowering Digital-Twin-Aided Manufacturing,"Marosi, Attila Csaba ; Emodi, Márk ; Hajnal, Ákos ; Lovas, Róbert ; Kiss, Tamás ; Poser, Valerie ; Antony, Jibinraj ; Bergweiler, Simon ; Hamzeh, Hamed ; Deslauriers, James ; Kovács, József",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Migration of CMSWEB cluster at CERN to Kubernetes: a comprehensive study,"Imran, Muhammad ; Kuznetsov, Valentin ; Dziedziniewicz-Wojcik, Katarzyna Maria ; Pfeiffer, Andreas ; Paparrigopoulos, Panos ; Trigazis, Spyridon ; Tedeschi, Tommaso ; Ciangottini, Diego",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Ecosystem of information services for the BM@N experiment,"Slepov, Ivan ; Chebotov, Alexander ; Gertsenberger, Konstantin; Chudoba, Vratislav ; Derenovskaya, Olga ; Issadykov, Aidos ; Verkheev, Alexander ; Voytishin, Nikolay",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Introducing the Associate Editor of Reproducibility,"Marwick, Ben",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
ASaiM: a Galaxy-based framework to analyze microbiota data,"Erasmus University Medical Center [Rotterdam] (Erasmus MC) ; Gravouil, Kevin ; Conception, Ingénierie et Développement de l'Aliment et du Médicament (CIDAM) ; Université d'Auvergne - Clermont-Ferrand I (UdA) ; Laboratoire Microorganismes : Génome et Environnement (LMGE) ; Université Clermont Auvergne [2017-2020] (UCA [2017-2020])-Centre National de la Recherche Scientifique (CNRS) ; Brugère, Jean-François ; Artificial Evolution and Computational Biology (BEAGLE) ; Laboratoire d'InfoRmatique en Image et Systèmes d'information (LIRIS) ; Université Lumière - Lyon 2 (UL2)-École Centrale de Lyon (ECL) ; Université de Lyon-Université de Lyon-Université Claude Bernard Lyon 1 (UCBL) ; Université de Lyon-Institut National des Sciences Appliquées de Lyon (INSA Lyon) ; Université de Lyon-Institut National des Sciences Appliquées (INSA)-Institut National des Sciences Appliquées (INSA)-Centre National de la Recherche Scientifique (CNRS)-Université Lumière - Lyon 2 (UL2)-École Centrale de Lyon (ECL) ; Université de Lyon-Université de Lyon-Université Claude Bernard Lyon 1 (UCBL) ; Université de Lyon-Institut National des Sciences Appliquées de Lyon (INSA Lyon) ; Université de Lyon-Institut National des Sciences Appliquées (INSA)-Institut National des Sciences Appliquées (INSA)-Centre National de la Recherche Scientifique (CNRS)-Centre Inria de l'Université Grenoble Alpes ; Institut National de Recherche en Informatique et en Automatique (Inria)-Institut National de Recherche en Informatique et en Automatique (Inria)-Laboratoire de Biométrie et Biologie Evolutive - UMR 5558 (LBBE) ; Université Claude Bernard Lyon 1 (UCBL) ; Université de Lyon-Université de Lyon-VetAgro Sup - Institut national d'enseignement supérieur et de recherche en alimentation, santé animale, sciences agronomiques et de l'environnement (VAS)-Centre National de la Recherche Scientifique (CNRS)-VetAgro Sup - Institut national d'enseignement supérieur et de recherche en alimentation, santé animale, sciences agronomiques et de l'environnement (VAS)-Centre National de la Recherche Scientifique (CNRS) ; Microbiologie Environnement Digestif Santé (MEDIS) ; Institut National de la Recherche Agronomique (INRA)-Université Clermont Auvergne [2017-2020] (UCA [2017-2020]) ; Peyret, Pierre ; Auvergne Regional Council; European Regional Development Fund ; Batut, Bérénice ; Laboratoire d'Informatique, de Modélisation et d'Optimisation des Systèmes (LIMOS) ; Ecole Nationale Supérieure des Mines de St Etienne (ENSM ST-ETIENNE)-Université Clermont Auvergne [2017-2020] (UCA [2017-2020])-Centre National de la Recherche Scientifique (CNRS) ; Hiltemann, Saskia ; Peyretaillade, Eric ; Defois, Clemence",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Lifting Code Generation of Cardiac Physiology Simulation to Novel Compiler Technology,"Thangamani, Arun ; Jost, Tiago Trevisan ; Loechner, Vincent ; Genaud, Stéphane ; Bramas, Bérenger",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
MyBrain-Seq: A Pipeline for MiRNA-Seq Data Analysis in Neuropsychiatric Disorders,"Pérez-Rodríguez, Daniel ; Agís-Balboa, Roberto Carlos ; López-Fernández, Hugo",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Software Architecture Analysis of Intelligent Distribution and Transformation Terminal Based on Container Technology,"Jiang, Yanrong ; Hu, Shejiao ; Niu, Zhao ; Wu, Lin",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Optimization and Design Based on Data Visualization of Enterprise-class Crawler Systems for Shipping,"Wu, Hao",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"You Only Look Once, But Compute Twice: Service Function Chaining for Low-Latency Object Detection in Softwarized Networks","Xiang, Zuo ; Seeling, Patrick ; Fitzek, Frank H. P.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Development of an Open-source and Lightweight Sensor Recording Software System for Conducting Biomedical Research: Technical Report,"Single, Michael ; Bruhin, Lena C ; Schütz, Narayan ; Naef, Aileen C ; Hegi, Heinz ; Reuse, Pascal ; Schindler, Kaspar A ; Krack, Paul ; Wiest, Roland ; Chan, Andrew ; Nef, Tobias ; Gerber, Stephan M",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Evaluating Docker storage performance: from workloads to graph drivers,"Tarasov, Vasily ; Rupprecht, Lukas ; Skourtis, Dimitris ; Li, Wenji ; Rangaswami, Raju ; Zhao, Ming",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Cloud Computing for Voxel-Wise SEM Analysis of MRI Data,"Pritikin, Joshua N. ; Schmitt, J. Eric ; Neale, Michael C.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
ShinyLearner: A containerized benchmarking tool for machine-learning classification of tabular data,"Piccolo, Stephen R ; Lee, Terry J ; Suh, Erica ; Hill, Kimball",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"vcferr: Development, validation, and application of a single nucleotide polymorphism genotyping error simulation framework [version 1; peer review: awaiting peer review]","Nagraj, V.P. ; Scholz, Matthew ; Jessa, Shakeel ; Ge, Jianye ; Woerner, August E. ; Huang, Meng ; Budowle, Bruce ; Turner, Stephen D.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Container Introspection: Using External Management Containers to Monitor Containers in Cloud Computing,"Zhan, Dongyang ; Tan, Kai ; Ye, Lin ; Yu, Haining ; Liu, Hao",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"Deep Insight: A Cloud Based Big Data Analytics Platform For Naturalistic Driving Studies: Data Management, Analytics, and Automated Annotations","Venkatachalapathy, Archana ; Rahman, Mohammed Shaiqur ; Raj, Aditya ; Merickel, Jennifer ; Sharma, Anuj ; Wang, Jiyang ; Velipasalar, Senem",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"Toward a scalable framework for reproducible processing of volumetric, nanoscale neuroimaging datasets","Johnson, Erik C ; Wilt, Miller ; Rodriguez, Luis M ; Norman-Tenazas, Raphael ; Rivera, Corban ; Drenkow, Nathan ; Kleissas, Dean ; LaGrow, Theodore J ; Cowley, Hannah P ; Downs, Joseph ; K. Matelsky, Jordan ; J. Hughes, Marisa ; P. Reilly, Elizabeth ; A. Wester, Brock ; L. Dyer, Eva ; P. Kording, Konrad ; R. Gray-Roncal, William",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
The democratization of bioinformatics: A software engineering perspective,"Lawlor, Brendan ; Sleator, Roy D",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
CodeShovel: A Reusable and Available Tool for Extracting Source Code Histories,"Grund, Felix ; Chowdhury, Shaiful ; Bradley, Nick C. ; Hall, Braxton ; Holmes, Reid",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
RISC-V Console: A Containerized RISC-V Based Game Console Emulator for Education,"Nitta, Christopher ; Kaloti, Aaron ; Wang, Shuotong",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Combining Multiple RNA-Seq Data Analysis Algorithms Using Machine Learning Improves Differential Isoform Expression Analysis,"Dimopoulos, Alexandros C. ; Koukoutegos, Konstantinos ; Psomopoulos, Fotis E. ; Moulos, Panagiotis",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Deployment and verification of machine learning tool-chain based on kubernetes distributed clusters: This paper is submitted for possible publication in the special issue on high performance distributed computing,"Cai, Haoyu ; Wang, Chao ; Zhou, Xuehai",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Fusion effect of SVM in spark architecture for speech data mining in cluster structure,"Shen, Jianfei ; Wang, Harry Haoxiang",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
A Review of Scalable Bioinformatics Pipelines,"Fjukstad, Bjørn ; Bongo, Lars Ailo",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
The Observer-Situation Lattice: A Unified Formal Basis for Perspective-Aware Cognition,"Alqithami, Saad",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Creating CAD designs and performing their subsequent analysis using opensource solutions in Python,"Iakushkin, Oleg O. ; Sedova, Olga S.; Podgorski, Jerzy ; Borowa, Ewa Blazik ; Bec, Jarosław ; Burczynski, Tadeusz ; Kuczma, Mieczyslaw ; Latalski, Jarosław ; Warminski, Jerzy",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
A Microservice-based Infrastructure for the Academic Research on Semantic Knowledge Graphs and Derived Applications,"Rommel, Florian ; Ziegler, Wolfgang",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
An Agent-Based Approach to Automating Software Performance Testing (Work In Progress Paper),"Binder, Elias ; Li, Xiaozhou ; Janes, Andrea",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Reproducible Research in R: A Tutorial on How to Do the Same Thing More Than Once,"Peikert, Aaron ; van Lissa, Caspar J. ; Brandmaier, Andreas M.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Effect of gastric fluid aspiration on the lung microbiota of laboratory rats,"Finn, Sade M. B. ; Scheuermann, Uwe ; Holzknecht, Zoie E. ; Parker, William ; Granek, Joshua A. ; Lin, Shu S. ; McKenney, Erin A. ; Barbas, Andrew S.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
An efficient multi-task PaaS cloud infrastructure based on docker and AWS ECS for application deployment,"Tihfon, Gemoh Maliva ; Park, Sanghyun ; Kim, Jinsul ; Kim, Yong-Min",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Towards a domain-extensible compiler: optimizing an image processing pipeline on mobile CPUs,"Kœhler, Thomas ; Steuwer, Michel",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
GeNNet: an integrated platform for unifying scientific workflows and graph databases for transcriptome data analysis,"Costa, Raquel L. ; Gadelha, Luiz ; Ribeiro-Alves, Marcelo ; Porto, Fábio",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Integrating Containers in the CERN Private Cloud,"Noel, Bertrand ; Michelino, Davide ; Velten, Mathieu ; Rocha, Ricardo ; Trigazis, Spyridon",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Deployment and verification of machine learning tool-chain based on kubernetes distributed clusters,"Cai, Haoyu ; Wang, Chao ; Zhou, Xuehai",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Architectural Concept and Evaluation of a Framework for the Efficient Automation of Computational Scientific Workflows: An Energy Systems Analysis Example,"Liu, Jianlei ; Braun, Eric ; Düpmeier, Clemens ; Kuckertz, Patrick ; Ryberg, D. Severin ; Robinius, Martin ; Stolten, Detlef ; Hagenmeyer, Veit",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"Real-time HEP analysis with funcX, a high-performance platform for function as a service","Woodard, Anna Elizabeth ; Trisovic, Ana ; Li, Zhuozhao ; Babuji, Yadu ; Chard, Ryan ; Skluzacek, Tyler ; Blaiszik, Ben ; Katz, Daniel S. ; Foster, Ian ; Chard, Kyle",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"A Reproducible Data Analysis Workflow with R Markdown, Git, Make, and Docker","Peikert, Aaron ; Brandmaier, Andreas M.",PASS,FAIL,Docker is one of several tools used to support a data-analysis reproducibility workflow; Dockerfile/Docker build quality is not the object of study.
Security Assurance in DevOps Methodologies and Related Environments,"Siewruk, Grzegorz ; Mazurczyk, Wojciech ; Karpiński, Andrzej",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
High-availability on-site deployment to heterogeneous architectures for Project 8 and ADMX,"LaRoque, Benjamin",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
The SIMPLE Framework for deploying containerized grid services,"Sharma, Mayank ; Silva Junior, Eraldo ; Iliev Vasilev, Boris ; Litmaath, Maarten ; Santana, Renato",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
ENTICE VM Image Analysis and Optimised Fragmentation,"Hajnal, Akos ; Kecskemeti, Gabor ; Marosi, Attila Csaba ; Kovacs, Jozsef ; Kacsuk, Peter ; Lovas, Robert",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Assessing Automated Machine Learning Service to Detect COVID-19 from X-Ray and CT Images: A Real-Time Smartphone Application Case Study,"Mustafiz, Razib ; Mohsin, Khaled",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Istex: A Database of Twenty Million Scientific Papers with a Mining Tool Which Uses Named Entities,"Maurel, Denis ; Morale, Enza ; Thouvenin, Nicolas ; Ringot, Patrice ; Turri, Angel",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Forecasting and Optimization as a Service for Energy Management Applications with the Energy Service Generics Framework,"Wölfle, David ; Schmeck, Hartmut",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
CLAIM: a Lightweight Approach to Identify Microservices in Dockerized Environments,"Maggi, Kevin ; Verdecchia, Roberto ; Scommegna, Leonardo ; Vicario, Enrico",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
AutoTM: Automatic Tensor Movement in Heterogeneous Memory Systems using Integer Linear Programming,"Hildebrand, Mark ; Khan, Jawad ; Trika, Sanjeev ; Lowe-Power, Jason ; Akella, Venkatesh",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
PyOmeroUpload: A Python toolkit for uploading images and metadata to OMERO,"Hay, Johnny ; Troup, Eilidh ; Clark, Ivan ; Pietsch, Julian ; Zieliński, Tomasz ; Millar, Andrew",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Continuous Integration - Continuous Security - Continuous Deployment Pipeline Automation for Application Software (CI - CS - CD),"Deepak, Raj D S ; Swarnalatha, P",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
An Intelligent and Scalable IoT Monitoring Framework for Safety in Civil Construction Workspaces,"Ferreira, Carolina ; Correia, Luciano ; Lopes, Manuel ; Menoita Henriques, João Pedro ; Martins, Pedro ; Wanzeller Guedes de Lacerda, Ana Cristina ; Caldeira, Filipe",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Towards a portable open-source tomography toolbox: Containerizing tomography software with docker,"Lin, Meifeng ; Xin, Huolin ; Chu, Yong ; Yan, Hanfei ; Tappero, Ryan ; Thieme, Juergen ; Lee, Wah-Keat ; Biersach, David ; Smart, James ; Jones, Keith ; Titarenko, Valeriy; Thieme, Juergen ; Siddons, D. Peter",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
A Digital Twin Framework for Liquid-cooled Supercomputers as Demonstrated at Exascale,"Brewer, Wesley ; Maiterth, Matthias ; Kumar, Vineet ; Wojda, Rafal ; Bouknight, Sedrick ; Hines, Jesse ; Shin, Woong ; Greenwood, Scott ; Grant, David ; Williams, Wesley ; Wang, Feiyi",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Past-Future Scheduler for LLM Serving under SLA Guarantees,"Gong, Ruihao ; Bai, Shihao ; Wu, Siyu ; Fan, Yunqian ; Wang, Zaijun ; Li, Xiuhong ; Yang, Hailong ; Liu, Xianglong",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
DevOps,"Uphill, Thomas ; Arundel, John ; Khare, Neependra ; Saito, Hideto ; Lee, Hui-Chuan Chloe ; Hsu, Ke-Jou Carol",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
JuNo-OPS: A DevOps Framework for the Engineering of Digital Twins for Built Assets,"Aissat, Sara ; Beaulieu, Jonathan ; Bordeleau, Francis ; Gascon-Samson, Julien ; Poirier, Erik A. ; Motamedi, Ali",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Charliecloud: unprivileged containers for user-defined software stacks in HPC,"Priedhorsky, Reid ; Randles, Tim",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
A Technology-Readiness Evaluation of Private Set Intersection,"Ceulemans, Wout ; Philippaerts, Pieter ; Van Landuyt, Dimitri ; Joosen, Wouter",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Loupe: Driving the Development of OS Compatibility Layers,"Lefeuvre, Hugo ; Gain, Gaulthier ; Bădoiu, Vlad-Andrei ; Dinca, Daniel ; Schiller, Vlad-Radu ; Raiciu, Costin ; Huici, Felipe ; Olivier, Pierre",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
